Respondent,Assignment,Activities,Airline.01a_OE (Pre20),Airline.01b_OE (Pre20),Airline.01c_OE (Pre20),Airline.02a_OE (Pre20),Airline.02b_OE (Pre20),Airline.02c_OE (Pre20),Airline.02d_OE (Pre20),Crude.2a_OE,Crude.2bc_MCOE (Pre 19),Crude.2bc_MCOE (Pre 19) follow up,Crude.3a_MC (Pre19 v2),Crude.3bc_MCOE (Pre19 v2),Crude.3bc_MCOE (Pre19 v2) follow up,Crude.04ab_MCOE (Pre19),Crude.04ab_MCOE (Pre19) follow up,Crude.06_OE (Pre19 v2),Crude.06_OE (Pre19 v2) follow up,Crude.06a_MC (Pre20),Crude.06bc_OE (Pre20 ),Crude.06bc_OE (Pre20 ) follow up,Crude.2a_MC (Pre20),Crude.2b_MC_sort,Crude.2b_MC [119]_1,Crude.2b_MC [119]_2,Crude.2b_MC_drag (Pre20),Crude.2b_MC_drag (Pre20)_1,Crude.2b_MC_drag (Pre20)_2,Wildlife .01a_OE (Pre20),Wildlife .01b_OE (Pre20),Wildlife .01c_OE (Pre20),DDT.02a_OE (Pre19),DDT.02b_OE (Pre19),Word.MC.01 (Pre 19),Word.03_MC (Pre 19),Word.04a_OE (Pre 19),Word.04b_OE  (Pre19),Glow.01a.MC_NoLabels,Glow.01c.MC,Glow.02a.MC,Glow.02b.MC,Glow.02c.MC,Glow.03a.MC,Glow.03b.MC.grh,Glow.03b.MC.eq,Glow.04a.MC,Glow.04b.MC.grh,Glow.04b.MC.eq,Pop.01_MC (Pre20) [12],Pop.02_MC (Pre20) [12],Pop.03ab_MCOE (Pre20) [66],Pop.03ab_MCOE (Pre20) [66] follow up,Pop.04_OE (Pre20) [13-16],Pop.04_OE (Pre20) [13-16]_1,Pop.04_OE (Pre20) [13-16]_2,Pop.04_OE (Pre20) [13-16]_3,Pop.04_OE (Pre20) [13-16]_4,Pop.04_MC_drag (Pre20) [ ],Pop.04_MC_drag (Pre20) [ ]_1,Pop.04_MC_drag (Pre20) [ ]_2,Pop.04_MC_drag (Pre20) [ ]_3,Pop.04_MC_drag (Pre20) [ ]_4,Pop.07ab_OE,Pop.07ab_OE follow up,Pop.09ab_MCOE (Pre20),Pop.09ab_MCOE (Pre20) follow up,Pop.09_MC_sort (Pre20),Population.09_MCMC_1,Population.09_MCMC_2,Pop.10ab_MCOE (Pre20),Pop.10ab_MCOE (Pre20) follow up,Pop.10_MC_sort (Pre20),Population.10_MCMC_1,Population.10_MCMC_2,Cycle.02_MC_sort (Pre20),Cycle.02_MC_1,Cycle.02_MC_2,Cycle.02_MC_3,Cycle.02_MC_4,Cycle.03a_OE (Pre19),Cycle.3a_MC_S,Cycle.3a_MC_1,Cycle.04ab_MCOE [22],Cycle.04ab_MCOE [22] follow up,Pest.02a_MC,Pest.02b_OE,Pest.03_OE (Pre19),Pest.03_OE (Pre19)_1,Pest.03_OE (Pre19)_2,Pest.03_OE (Pre19)_3,Pest.03_OE (Pre19)_4,Pest.03_MC_drag,Pest.03_MC_drag_1,Pest.03_MC_drag_2,Pest.03_MC_drag_3,Pest.03_MC_drag_4,Pest.05.05a_MCOE,Pest.05.05a_MCOE follow up,Pest.06a_MC,Pest.06b_OE,Pest.06ab_MC_sort (Pre20),Pest.06_MCMC_1,Pest.06_MCMC_2,Pest.07a_MC,Pest.07ab_OE,Pest.07ab_MC_sort,Pest.07_MCMC_1,Pest.07_MCMC_2,Pest.06_MC_drag,Pest.06_MC_drag_1,Pest.06_MC_drag_2,Pest.07ab_MC_drag (Pre 20),Pest.07ab_MC_drag (Pre 20)_1,Pest.07ab_MC_drag (Pre 20)_2,Water.01a_MC,Water.01b_OE,Water.01b_MC_sort (Pre20),Water.01b_MC_1,Water.01b_MC_drag (Pre20),Water.01b_MC_drag (Pre20)_1,Brake .02_MC (Pre20 no label),Garden.2.1_2.8_NU (Pre19),Garden.2.1_2.8_NU (Pre19)_1,Garden.2.1_2.8_NU (Pre19)_2,Garden.2.1_2.8_NU (Pre19)_3,Garden.2.1_2.8_NU (Pre19)_4,Garden.2.1_2.8_NU (Pre19)_5,Garden.2.1_2.8_NU (Pre19)_6,Garden.2.1_2.8_NU (Pre19)_7,Garden.05ab_MCOE  (Pre20),Garden.05ab_MCOE  (Pre20) follow up,Garden.02_MC (Pre20),D.04_grade_level,D.05_gender,D.09_Race_ethnicity,D.10_Math_courses,D.11_Apcourses,D.12_IB,D.02_Class,D.03_Teacher,D.08_hispanic_YN,D.06_English_LearnerYN,D.07_English_proficiency,D.01_Consent
76,262,PSM_Pretest_2020_B,,,,,,,,,,,,,,,,,,b,It's going up quickly then has an odd dip in the graph,There was an oil shortage,c,,,,"Representation: 1;Reason(s): 2,6",b,"c,g",the difference between total and wildlife-vehicle is huge. the total number is very high and the wildlife-vehicle is very low,the proportion numbers it gives you,they have a high number of people but there is much wildlife there running around on the streets,this matches the gradual slope of every 15 years amount,This drops too fast,,,the numbers it goes up by,The way he forgets all the words doesn't look right,f,,b,,a,,,,,,,d,b,,,=   answer    =   initial amount    =   rate of growth    =   time,answer,initial amount,rate of growth,time,,,,,,The food supply was double the population,Biggest gap in the graph,a,It shows a better image of how the population is going to go over the way they are doing supplies,,,,a,It gives them an actual image. Where they meet and where they outstrip each other,,,,: e;: d;: c;: b,e,d,c,b,,,,a,Angels line ends sooner,d,It deals with time,,,,,,: 0; : 6;: 4;: 9,a,g,e,j,,,,,,,,,,,,,"Representation: 0;Reason(s): 2,6",a,"c,g","Representation: 1;Reason(s): 4,2",b,"e,c",b,,,,"Justification: 5,6","f,g",,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
79,265,PSM_Pretest_2020_E(c),,,,,,,,,,,,,,,,,,a,"I used the graph to see in what decade it changed the most, and most differently, in the 1960s the mtoe increased tremendously.",A reason could have been that they had a surplus of locations to get the crude oil.,c,,,,"Representation: 0,3;Reason(s): 1,2","a,d","b,c",California has the lowest ratio of total number of vehicle collisions to number of wildlife-vehicle collisions than the 5 other states.,"The second and third column along the first row help me make this observation, since everything in the first row is based on California, and the columns show the data for each type of collision.","The reason for California's pattern is that 95% of the population in California is in urban areas, meaning there are less people to encounter a wildlife-vehicle collision.","Since the substance is a half-life, and after 15 years it decreases by half, then the graph is false because it does not make 500 g until after 75 years. As well as the half of the number at each given point will decrease over time.","This graph is an accurate representation of the half-life at 1000 g starting. After 15 years it is at 500 g, then after another 15 it is at 250 g.",,,"Ken memorized the words at a semi-constant ratio for about 16 minutes, but it did not remain constant afterwords like Maya demonstrated.","The first part of Mason's graph is correct, Ken learned at a constant for 16 minutes, but after that it was not a straight constant decline.",e,,d,,a,,,,,,,d,b,,,=   Number of people in the millions    =   Initial population of Newland    =   Rate at which it increases    =   Years since 1965,Number of people in the millions,Initial population of Newland,Rate at which it increases,Years since 1965,,,,,,The people of Newland will have plenty of food for year 50.,The feature that led to the conclusion is that the line of food supply is much higher than the line of population.,a,They should use the graph because it is simpler to understand than the equations.,,,,b,They should use the equations to calculate in what year the country will outstrip its food supply by 1.25 million people.,,,,: d;: a;: c;: b,d,a,c,b,,: d,d,a,"The blue line has a less steep slope than the red line, therefore, the red line would make it to 0 before the blue line would make it to the top.",d,"The graph is exponential, not linear or inverse.",,,,,,: 0; : 6;: 4;: 5,a,g,e,f,,,,,,,,,,,,,"Representation: 0,3;Reason(s): 1,4","a,d","b,e",,,,,,,,,,e,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
91,277,PSM_Pretest_2020_E(c),,,,,,,,,,,,,,,,,,,,,-,,,,,-,-,the number of wildlife-vehicle collisions of California is the lowest compare to the other state but the total number of vehicle collisions of California is the highest compare to the other state.,the numbers from the total number of vehicle collisions and the numbers from the number of wild-life vehicle collisions.,it would be the vehicle-vehicle collisions number and also what is important is that proportion of population in urban areas for California is the highest percentage compare to the other state.,the gram for each 15 years do not match,the year and the amount does match to the situation,,,for in 40 minutes the number of words memorized per minute is not all equal,when get to 40 minutes you should be able to memorize at least one word,e,,d,,d,,,,,,,d,b,,,=   number of people    =   total amount of people    =   rate per year    =   amount of year,number of people,total amount of people,rate per year,amount of year,,,,,,"Newland's food supply is higher than the population, means that they have enough food for everyone",the number of Newland's food supply is higher than Newland's population,b,"because the graph is just a plan from before, now the numbers has changed so the equation and the graph does not match.",,,,a,from the graph you can see clearly where the two line will meet,,,,: d;: e;: c;: b,d,e,c,b,,": b,c,a","b,c,a",a,the total time that angel uses compare to the time that robin uses,d,"there's time, amount, and percentage",,,,,,: 0; : 3;: 8;: 9,a,d,i,j,,,,,,,,,,,,,"Representation: 0;Reason(s): 2,3",a,"c,d",,,,,,,,,,b,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
82,268,PSM_Pretest_2020_B,,,,,,,,,,,,,,,,,,c,There is an overall decrease in oil production,there could have been economic instability.,c,,,,"Representation: 1;Reason(s): 2,5",b,"c,f",Less than 1% of collisions are wildlife-vehicle collisions.,Proportion of wildlife-vehicle collisions.,The large proportion of people living in urban areas.,the mass is not halved by every 15 years.,the mass is halved by every 15 years.,,,There is no decrease in words memorized per minute.,"the graph has a sudden, sharp and linear downwards trend.",d,,b,,a,,,,,,,d,b,,,=   current population    =   previous population    =   percent increase    =   period,current population,previous population,percent increase,period,,,,,,There is a shrinking surplus if food.,The population is lower than the food supply but the population is experiencing exponential growth while the food supply is experiencing linear growth.,a,The Graph clearly shows that there will be a food surplus for more than 20 years.,,,,b,the equations can be used to predict the exact date that the country will outstrip its food supply by 1.25 million people.,,,,: d;: a;: c;: b,d,a,c,b,,,,a,Angels line stops much faster than Robins.,d,The growth of the mold is an exponential function.,,,,,,: 0; : 3;: 8;: 9,a,d,i,j,,,,,,,,,,,,,"Representation: 0;Reason(s): 2,3",a,"c,d","Representation: 1;Reason(s): 2,4",b,"c,e",b,,,,"Justification: 2,3","c,d",,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
81,267,PSM_Pretest_2020_C,,,,,,,,,,,,,,,,,,b,The graph clearly shows the difference in slope between years than the table shows.,Discovery of oil in areas that haven't been searched for oil.,c,,,,"Representation: 1;Reason(s): 2,5",b,"c,f",,,,The line reaches half of the original mass in 75 years rather than 15 years.,The line reaches the half life at 15 years.,,,Maya's graph shows that there isn't increase in words meaning she might have graphed the amount of words learned each minute rather than total words memorized.,Mason's graph shows a decrease in words memorized which means that he might have been graphing the rate at which he was memorizing words.,d,,a,,d,,,,b,,a,d,b,,,=   total population    =   starting population    =   percentage increase    =   time,total population,starting population,percentage increase,time,,,,,,The food supply is adequate for more people than the current total population of Newland.,Both lines that are full and not dashed.,a,The graph shows the relationship between the food supply and population and makes it more apparent that there is a higher number of food than people.,,,,a,The graph shows the relationship between the two lines and the you can see where the people will outstrip the food.,,,,: d;: a;: c;: b,d,a,c,b,,: e,e,a,The red line reaches the bottom of the graph in a fewer amount of minutes than the blue line reached the top of the graph.,d,The equation is the exponential growth equation.,=   spore density    =   starting spore density    =   percentage increase    =   time since planting,spore density,starting spore density,percentage increase,time since planting,,,,,,,,,,,,,,,,,,,,,,,,b,Tunnel 2 was consistently giving out the same amount of water rather than giving a low amount and spiking for a few hours.,,,,,d,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
98,284,PSM_Pretest_2020_D(c),Both patterns in passenger arrivals are similar in the respect that they both show change,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
87,273,PSM_Pretest_2020_C,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
88,274,PSM_Pretest_2020_B,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
96,282,PSM_Pretest_2020_F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
93,279,PSM_Pretest_2020_C,,,,,,,,,,,,,,,,,,a,The 60s had the steepest growth,They may have needed more oil so they ramped up production.,c,,,,Representation: 7;Reason(s): 2,h,c,,,,There is no half life here.,it would take longer than 150 years,,,Maya learned 1.2 words in 0 minutes of studying.,Mason also learn 1.2 wpm in 0 minutes of studying.,d,,d,,b,,,,b,,a,d,b,,,=   total population    =   original population    =   growth rate    =   years,total population,original population,growth rate,years,,,,,,They have an excess food supply in 2015.,The food supply is well above the population level.,a,Members of congress will understand the graph better than an equation.,,,,b,To figure out how much food it will need for the population. An equation will get you an accurate number.,,,,: d;: a;: c;: b,d,a,c,b,,: c,c,a,Angel reached 0 before robin reached 2000,d,That is exponential growth,=   total after time    =   starting spore    =   rate of change    =   amount of time passes,total after time,starting spore,rate of change,amount of time passes,,,,,,,,,,,,,,,,,,,,,,,,b,It supplied more for a long time.,,,,,b,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
99,285,PSM_Pretest_2020_C,,,,,,,,,,,,,,,,,,c,The only time that the graph made a significant change in pattern was when the graph dipped in the 1980s.,An oil shortage must have hit for a couple of years,c,,,,"Representation: 1;Reason(s): 2,7",b,"c,h",,,,"The graph shows a constant decrease of DDT, which is not true. The graph should have a decreasing exponential curve not a constant slope because of its 15-year halflife.","The graph accurately describes a decreasing exponential curve. Every 15 years, the graph is half of what it was.",,,"Maya's graph states that there is a constant memorization of words for as long as you want to go, which is not true. The rate of which words can be memorized per minute slows as time passes.",Mason's graph should reach zero by around 32 minutes instead of 40 minutes because Ken stops learning new words by then.,d,,d,,c,,,,b,,a,d,b,,,=   Population of Newland    =   Number of people     =   Growth rate    =   Years since 1965,Population of Newland,Number of people,Growth rate,Years since 1965,,,,,,Newlands food supply is greater than its population in 2015,"Since the black line representing food supply was at 30 and the red line representing population was at 15, i concluded that the food supply was greater.",a,The graph clearly states that the population is quickly going to surpass the food supply within the next 30 years.,,,,b,"The equations easily allow for one to calculate exactly the year the country will outstrip its food supply by 1.25 million people, by plugging the 1.25 into the equation.",,,,: d;: a;: c;: b,d,a,c,b,,: d,d,a,The red line reached the bottom before the blue line reached the top,d,"The equation is one that is exponential and since the graph is exponential, they match",=   Spore Density     =   initial spore density     =   rate of growth of spore density    =   Time since planting,Spore Density,initial spore density,rate of growth of spore density,Time since planting,,,,,,,,,,,,,,,,,,,,,,,,b,"Tunnel 2 was much more consistent in the fact that it was around 75 million gallons of water flow for most of the day, while tunnel 1 was around 25 million gallons for most of the day. Despite the large spike from tunnel 1, tunnel 2 had greater output than tunnel 1 for most of the day.",,,,,d,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
104,290,PSM_Pretest_2020_D(c),Their numbers grow and decline around the same periods. Very close to a direct relationship.,How the slopes and curves match per the x axis.,People would rather move in warmer weather.,January,simply looking at the distance between the two functions.,Function value,"yes. I would target Asia because they are always have more international flights than Europe, so I would market in Asian airports.",,,,,,,,,,,b,70s has a steep slope,Oil industry is better modernized,c,,,,"Representation: 0;Reason(s): 6,5",a,"g,f",,,,"The graph should not be linear, it is an exponential rate and should be more of a curve such as f(x)=e^x","The curve matches much better than the linear line, due to exponential value. Also function correctly cuts in half every 15 years.",,,"Should start at the origin, because no words are memorized at 0 minutes. Graph should not be constant.","Should start at origin, and should increase, you aren't forgetting words, you are remembering them.",d,,c,,a,,,,b,,a,d,b,,,=   people in millions    =   principal    =   rate    =   years since 1965,people in millions,principal,rate,years since 1965,,,,,,"Both are increasing, one linear, one exponential.","By looking at the slopes, and evaluating how the derivative graph would look.",a,"Graphs are easier to understand from a business standpoint, not everyone will understand equations.",,,,a,Because it shows that the amount of demand will keep exponentially increasing.,,,,: d;: a;: c;: b,d,a,c,b,,: b,b,a,Time axis.,d,it is exponential.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
102,288,PSM_Pretest_2020_F,More people stay home in January and more people travel in July.,The increase every year in July and the dip every year in January.,The weather in their home countries and the weather abroad,Late winter (January or February),Europe's increase in very small while Asia's is decently larger.,Holidays take place in the winter time.,"No because you don't know what the weather is like in their home country or in San Francisco at these times of the year. You don't know what they like to do that attracts them to the city. Also, it's hard to tell what month and the number of passengers because the scale is by large numbers and isn't labeled well.",,,,,,,,,,,c,"On the graph, the 1980s shows a decrease in production as well as the numbers in the table.","If the economy starts a downturn, production decreases.",c,,,,"Representation: 1;Reason(s): 2,5",b,"c,f",,,,The x values seem to show the half life as 15 years. It touches 0 though which is impossible.,It matches that the value will never be 0 but will approach it. It doesn't look like the half life is 15 years though.,,,The rate of change doesn't remain constant.,"looking at Ken's graph, the rate of change increases then flattens out. Mason's shows the rate of change as constant then decreasing.",d,,c,,c,,,,b,,a,a,b,,,=   number of people (millions)     =   coefficient     =   rate of change     =   years since 1965,number of people (millions),coefficient,rate of change,years since 1965,,,,,,"There is a direct relationship. As one increases, so does the other.",The solid black and red lines.,b,The graph shows that the population will exceed the rate of food production.,,,,a,The graph shows the intersection of when the population exceeds the rate of food production.,,,,: b;: a;: c;: e,b,a,c,e,,,,a,The slope looks to be sharper on Angel's descent than Robin's ascent.,d,The increasing rate of change and the shape of the graph leads me to believe it's an exponential.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,"Justification: 2,6","c,g",a,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
80,266,PSM_Pretest_2020_D(c),They have peaks and valleys in numbers of passengers around the same time as each other.,The lines tend to behave the same way around the same time periods.,"The peaks are around times when many people vacation, so it would make sense for the number of passengers to be high.","Winter-Spring, December-February.",The number of Asian passengers is peaking at these times while the number of Europeans is at a valley.,"A reason could be cultural differences, such as China, an Asian country, may be celebrating Chinese New Year and take a trip.","No, the information provided is about the number of passengers from entire continents. To launch an effective marketing campaign, a graph with breakdown of number of passengers from countries would be much more effective.",,,,,,,,,,,c,"In the 1980s, production from end to end was relatively equal, but during the 1980s, production had dropped drastically.",There was less demand for oil since so much was already produced.,c,,,,"Representation: 1;Reason(s): 2,5",b,"c,f",,,,"This graph does not match the situation because it is not a line that depicts half-life, it is just a line.",This graph does match the situation described above since the line depicts a half-life equation and just a decreasing exponential function.,,,Maya's graph is incorrect because Ken's number of words memorized per minute is not constant.,Mason's graph is wrong because the initial words memorized per minute should be higher than what is displayed.,d,,b,,a,,,,b,,a,d,b,,,=   number of people(millions)    =   initial population    =   rate of change    =   years since 1965,number of people(millions),initial population,rate of change,years since 1965,,,,,,There is excess food for the given population.,The food supply is around double what the population is.,a,The graph is the better choice because it is much easier to look at the graph than it is to visualize an equation.,,,,b,An equation is much better suited to find a precise value than a graph is.,,,,: d;: a;: c;: b,d,a,c,b,,: e,e,a,Angel reached 0 much faster than Robin reached the top.,d,The equation I chose is an exponential growth function so it is a good match for the graph.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,****,****,****,****,****,****,****,****,****,,,****
